                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                  2.259,                 1.6781,                 1.1076,                0.63463,                0.71879,                0.72942,                0.24548,                  2.181,                 1.3078,                 1.0798,              0.0004258,              0.0004258,              0.0004258
                     60,                 2.2496,                 1.6436,                 1.1099,                0.68047,                0.63643,                0.68282,                0.22299,                 2.2917,                 1.3163,                 1.0887,              0.0004159,              0.0004159,              0.0004159
                     61,                 2.2597,                 1.6521,                  1.108,                0.57278,                0.63915,                0.60754,                0.19179,                 2.2615,                 1.3935,                 1.0937,               0.000406,               0.000406,               0.000406
                     62,                 2.2408,                 1.6393,                 1.0984,                0.68689,                0.67978,                0.71521,                0.25355,                 2.1404,                 1.2766,                 1.0693,              0.0003961,              0.0003961,              0.0003961
                     63,                 2.2455,                 1.6234,                 1.1034,                0.61965,                 0.5964,                0.62194,                0.19441,                  2.286,                 1.3853,                 1.1059,              0.0003862,              0.0003862,              0.0003862
                     64,                 2.2313,                 1.6107,                 1.1019,                0.66144,                0.65243,                0.67218,                0.21329,                 2.1949,                 1.3762,                 1.0801,              0.0003763,              0.0003763,              0.0003763
                     65,                 2.2086,                 1.5734,                 1.0933,                0.71483,                0.64037,                0.71711,                0.27389,                 2.1321,                 1.2858,                 1.0644,              0.0003664,              0.0003664,              0.0003664
                     66,                 2.2038,                  1.583,                 1.0928,                 0.5043,                0.50637,                0.48525,                0.12596,                  2.616,                 1.5244,                 1.2078,              0.0003565,              0.0003565,              0.0003565
                     67,                 2.2059,                 1.5691,                  1.092,                0.68864,                0.65771,                0.70547,                0.20727,                 2.3007,                 1.3495,                 1.1133,              0.0003466,              0.0003466,              0.0003466
                     68,                 2.1852,                 1.5593,                 1.0938,                0.65047,                 0.5925,                0.63833,                0.21564,                 2.3061,                 1.3384,                 1.1189,              0.0003367,              0.0003367,              0.0003367
                     69,                 2.1893,                 1.5389,                 1.0849,                0.67124,                0.61299,                0.63062,                 0.1994,                 2.2574,                 1.3232,                 1.0949,              0.0003268,              0.0003268,              0.0003268
                     70,                 2.1858,                 1.5303,                 1.0908,                0.68927,                0.62252,                0.67063,                0.20913,                 2.3226,                 1.3317,                 1.1108,              0.0003169,              0.0003169,              0.0003169
                     71,                 2.1778,                 1.5307,                 1.0771,                 0.5813,                0.54438,                0.57041,                0.18568,                 2.2819,                 1.3511,                 1.0935,               0.000307,               0.000307,               0.000307
                     72,                 2.1793,                 1.5081,                 1.0828,                0.74755,                0.62672,                0.73227,                0.25585,                 2.1523,                 1.2108,                 1.0706,              0.0002971,              0.0002971,              0.0002971
                     73,                 2.1583,                 1.4939,                 1.0724,                0.59838,                0.64048,                0.65943,                0.17391,                 2.3906,                 1.3899,                 1.1243,              0.0002872,              0.0002872,              0.0002872
                     74,                 2.1548,                  1.474,                 1.0765,                0.58519,                0.54562,                  0.553,                0.15894,                 2.4181,                 1.4211,                 1.1218,              0.0002773,              0.0002773,              0.0002773
                     75,                 2.1559,                 1.4732,                  1.077,                0.72972,                0.61901,                0.70626,                0.20869,                 2.2462,                 1.3135,                  1.085,              0.0002674,              0.0002674,              0.0002674
                     76,                 2.1441,                 1.4554,                 1.0711,                0.66233,                0.61528,                0.62854,                0.18534,                 2.3382,                  1.335,                 1.1059,              0.0002575,              0.0002575,              0.0002575
                     77,                   2.12,                 1.4292,                 1.0652,                0.76624,                0.72162,                0.76675,                0.27921,                 2.0528,                  1.164,                 1.0362,              0.0002476,              0.0002476,              0.0002476
                     78,                 2.1169,                 1.4412,                 1.0661,                0.80348,                0.73289,                0.79728,                0.28566,                 2.0921,                 1.1597,                 1.0443,              0.0002377,              0.0002377,              0.0002377
                     79,                 2.1073,                  1.408,                 1.0595,                0.71954,                0.69659,                0.73343,                0.22465,                 2.1814,                  1.252,                 1.0689,              0.0002278,              0.0002278,              0.0002278
                     80,                 2.0967,                 1.3967,                 1.0603,                 0.8072,                0.73446,                 0.7797,                0.24741,                 2.1834,                 1.2034,                 1.0696,              0.0002179,              0.0002179,              0.0002179
                     81,                 2.1012,                 1.4212,                 1.0646,                0.70694,                0.62052,                  0.677,                0.19731,                 2.2774,                 1.2959,                 1.0933,               0.000208,               0.000208,               0.000208
                     82,                 2.1017,                 1.3924,                 1.0638,                0.83562,                0.72223,                0.79154,                0.27879,                 2.1876,                 1.1739,                 1.0648,              0.0001981,              0.0001981,              0.0001981
                     83,                 2.0871,                 1.4031,                 1.0601,                0.80349,                0.76768,                0.79585,                0.28644,                 2.0858,                 1.1348,                 1.0487,              0.0001882,              0.0001882,              0.0001882
                     84,                 2.0814,                 1.3794,                 1.0544,                0.71614,                0.67214,                0.73382,                0.23073,                 2.2531,                 1.2614,                 1.0875,              0.0001783,              0.0001783,              0.0001783
                     85,                 2.0772,                 1.3575,                 1.0558,                0.80111,                 0.7421,                0.77864,                0.29535,                 2.0242,                 1.1261,                 1.0379,              0.0001684,              0.0001684,              0.0001684
                     86,                  2.065,                 1.3681,                 1.0494,                0.78844,                0.70197,                0.77443,                0.28242,                 2.0819,                 1.1669,                 1.0466,              0.0001585,              0.0001585,              0.0001585
                     87,                 2.0567,                 1.3596,                 1.0564,                0.73548,                0.59127,                0.66197,                0.20126,                 2.2808,                 1.2947,                  1.098,              0.0001486,              0.0001486,              0.0001486
                     88,                  2.052,                 1.3454,                 1.0515,                0.75323,                0.70417,                0.74097,                0.24572,                 2.1848,                 1.2119,                 1.0723,              0.0001387,              0.0001387,              0.0001387
                     89,                 2.0577,                 1.3422,                 1.0487,                0.86767,                0.75337,                0.80612,                0.27684,                 2.0995,                 1.1601,                 1.0555,              0.0001288,              0.0001288,              0.0001288
                     90,                 2.0519,                 1.3305,                 1.0471,                0.84283,                0.75679,                0.81309,                 0.3043,                 2.0826,                 1.1389,                 1.0511,              0.0001189,              0.0001189,              0.0001189
                     91,                 2.0339,                 1.3271,                 1.0435,                0.72882,                0.68438,                0.74589,                0.24186,                 2.2197,                 1.2466,                 1.0883,               0.000109,               0.000109,               0.000109
                     92,                 2.0334,                 1.3292,                 1.0494,                0.75669,                0.69309,                0.75606,                0.25833,                 2.1553,                 1.2042,                 1.0675,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                 2.0133,                 1.2909,                 1.0418,                0.82727,                0.72782,                0.77738,                0.28583,                 2.0824,                 1.1294,                 1.0471,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                 2.0055,                 1.2915,                 1.0376,                0.85579,                0.72988,                 0.8019,                0.28485,                 2.0985,                 1.1269,                 1.0558,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                 1.9907,                 1.2805,                 1.0379,                0.83833,                0.74227,                0.80722,                0.30282,                 2.0459,                 1.0927,                 1.0433,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                 1.9988,                  1.288,                 1.0286,                0.82403,                0.73256,                0.79005,                0.28807,                 2.0593,                 1.1037,                 1.0454,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                  1.985,                 1.2801,                 1.0384,                0.81968,                0.72266,                0.78943,                0.25255,                 2.1886,                 1.1704,                 1.0789,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                 2.0116,                 1.2858,                 1.0299,                0.87227,                 0.7616,                0.82714,                 0.2874,                 2.0935,                 1.1216,                 1.0527,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                 2.0025,                 1.2853,                 1.0272,                0.86937,                0.73539,                0.81367,                0.28281,                 2.0912,                 1.1232,                 1.0545,               2.98e-05,               2.98e-05,               2.98e-05
