                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                  2.403,                 1.8946,                 1.1527,                0.59685,                0.59947,                0.65094,                0.25698,                 2.2287,                 1.3699,                 1.0843,               0.001783,               0.001783,               0.001783
                     85,                 2.4191,                 1.8661,                 1.1613,                0.61842,                0.61479,                0.65869,                0.26981,                 2.1705,                 1.3741,                  1.083,               0.001684,               0.001684,               0.001684
                     86,                 2.4051,                 1.8962,                  1.154,                0.58304,                0.62641,                0.64586,                0.26359,                 2.2119,                 1.3662,                 1.0873,               0.001585,               0.001585,               0.001585
                     87,                 2.4117,                 1.8889,                 1.1694,                 0.5642,                0.61024,                0.64566,                0.25668,                 2.2331,                 1.4164,                 1.0861,               0.001486,               0.001486,               0.001486
                     88,                 2.4125,                 1.9072,                 1.1605,                0.60322,                0.64048,                0.65343,                0.26463,                 2.1594,                 1.3997,                 1.0762,               0.001387,               0.001387,               0.001387
                     89,                 2.3941,                 1.8822,                 1.1523,                0.58122,                0.62403,                0.67339,                 0.2796,                 2.1539,                 1.3639,                 1.0743,               0.001288,               0.001288,               0.001288
                     90,                 2.3923,                 1.8793,                 1.1498,                0.60653,                0.66146,                  0.672,                0.27544,                 2.1697,                 1.3506,                 1.0748,               0.001189,               0.001189,               0.001189
                     91,                 2.3802,                  1.868,                 1.1519,                0.54978,                0.61706,                 0.6645,                0.27377,                 2.1961,                 1.3641,                 1.0793,                0.00109,                0.00109,                0.00109
                     92,                 2.3924,                 1.8923,                 1.1593,                0.54629,                0.58465,                0.61574,                0.24767,                 2.1946,                 1.3819,                 1.0812,               0.000991,               0.000991,               0.000991
                     93,                 2.3884,                  1.865,                 1.1564,                0.61857,                0.63961,                0.68248,                0.27677,                 2.1912,                 1.3759,                 1.0787,               0.000892,               0.000892,               0.000892
                     94,                 2.3578,                 1.8543,                 1.1385,                0.62795,                0.67214,                0.69072,                0.27649,                 2.1855,                   1.38,                 1.0808,               0.000793,               0.000793,               0.000793
                     95,                 2.3653,                 1.8568,                 1.1504,                0.57414,                0.60893,                 0.6583,                0.27708,                 2.1458,                 1.3598,                 1.0718,               0.000694,               0.000694,               0.000694
                     96,                 2.3824,                 1.8732,                  1.139,                0.65052,                0.64908,                0.70792,                0.29144,                 2.1345,                 1.3471,                 1.0677,               0.000595,               0.000595,               0.000595
                     97,                 2.3519,                  1.856,                 1.1485,                0.59124,                0.63247,                0.63815,                0.25552,                 2.1794,                 1.4012,                   1.08,               0.000496,               0.000496,               0.000496
                     98,                 2.3686,                  1.854,                 1.1263,                0.59932,                0.62291,                0.67301,                0.27205,                 2.1442,                 1.3528,                 1.0704,               0.000397,               0.000397,               0.000397
                     99,                 2.3672,                 1.8612,                   1.13,                0.58039,                0.61424,                0.66514,                0.27351,                 2.1357,                 1.3692,                 1.0668,               0.000298,               0.000298,               0.000298
