                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.8986,                 1.1918,                 1.0063,                0.79003,                0.69152,                0.75294,                0.27534,                  2.152,                 1.1427,                 1.0607,               0.001189,               0.001189,               0.001189
                     91,                 1.8816,                 1.1914,                 1.0057,                0.73058,                0.66988,                0.72266,                 0.2408,                 2.2633,                 1.2073,                 1.0863,                0.00109,                0.00109,                0.00109
                     92,                 1.8868,                 1.1995,                 1.0102,                0.79167,                0.68744,                0.75663,                0.28025,                 2.1574,                 1.1393,                 1.0576,               0.000991,               0.000991,               0.000991
                     93,                 1.8706,                 1.1795,                 1.0033,                0.83063,                0.73282,                0.78548,                0.29375,                 2.1063,                 1.1162,                 1.0522,               0.000892,               0.000892,               0.000892
                     94,                 1.8614,                 1.1713,                0.99816,                0.82752,                0.72669,                0.78855,                0.30774,                 2.0812,                 1.1043,                 1.0453,               0.000793,               0.000793,               0.000793
                     95,                 1.8522,                 1.1669,                0.99975,                0.83556,                0.72775,                0.79836,                0.29585,                 2.0943,                 1.1033,                 1.0444,               0.000694,               0.000694,               0.000694
                     96,                 1.8595,                  1.178,                0.99138,                0.82358,                0.73423,                0.79861,                0.30166,                 2.0973,                 1.0956,                 1.0392,               0.000595,               0.000595,               0.000595
                     97,                  1.844,                 1.1646,                 1.0019,                0.80867,                0.75243,                0.78903,                0.29432,                  2.122,                 1.1188,                 1.0469,               0.000496,               0.000496,               0.000496
                     98,                  1.849,                 1.1516,                0.98695,                0.81365,                0.73883,                0.78861,                0.29644,                  2.126,                  1.125,                 1.0461,               0.000397,               0.000397,               0.000397
                     99,                 1.8403,                 1.1562,                0.98475,                0.83809,                0.70791,                0.78369,                0.28633,                 2.1465,                 1.1339,                 1.0531,               0.000298,               0.000298,               0.000298
